epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.5385,1.38396,2.66322,1.41094,0.59238,0.63491,0.61562,0.38599,1.29947,1.49177,1.34936,0.000237115,0.000237115,0.000237115
